GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,59 [39-76],59.16790,38.78972,75.64939,,,
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE039,Lower respiratory infections,,18 [11-24],17.65359,10.93041,24.42840,,,
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE114,Stroke,,24 [12-36],23.88373,12.33138,36.00582,,,
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE000,Total,,144 [105-190],143.77014,104.92045,190.30033,,,
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,3 [1-4],2.56460,1.47562,3.95362,,,
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,44 [15-87],44.29550,15.36103,86.89138,,,
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,99 [65-127],99.08981,64.96201,126.69173,,,
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE039,Lower respiratory infections,,20 [13-28],20.39582,12.62830,28.22301,,,
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE114,Stroke,,30 [15-45],29.54926,15.25654,44.54688,,,
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE000,Total,,196 [144-253],195.86796,143.67181,253.22165,,,
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,3 [1-4],2.53757,1.46006,3.91194,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,14 [5-28],14.25956,4.94501,27.97198,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,27 [17-34],26.63858,17.46391,34.05888,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE039,Lower respiratory infections,,6 [4-8],6.03454,3.73635,8.35039,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE114,Stroke,,9 [5-14],9.06132,4.67844,13.66035,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE000,Total,,57 [42-74],56.88418,41.70317,74.02706,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,1 [1-1],0.89018,0.51219,1.37231,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,15 [5-29],14.77587,5.12406,28.98478,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,22 [14-28],21.64805,14.19219,27.67822,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE039,Lower respiratory infections,,6 [4-8],6.02205,3.72862,8.33310,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE114,Stroke,,9 [5-13],8.82186,4.55481,13.29937,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE000,Total,,52 [38-69],52.24136,38.06807,69.17767,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,1 [1-2],0.97352,0.56014,1.50079,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,14 [5-27],13.79865,4.78517,27.06785,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,31 [20-39],30.87911,20.24395,39.48063,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE039,Lower respiratory infections,,6 [4-8],6.06707,3.75649,8.39539,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE114,Stroke,,9 [5-14],9.25991,4.78097,13.95974,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE000,Total,,61 [45-79],60.81424,44.59106,78.60571,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,1 [0-1],0.80951,0.46577,1.24795,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,1 690 [586-3 315],1689.91687,586.03847,3314.99119,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,3 173 [2 080-4 057],3173.35341,2080.41005,4057.30565,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE039,Lower respiratory infections,,1 409 [872-1 949],1408.70075,872.21252,1949.30999,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE114,Stroke,,1 078 [557-1 625],1078.20351,556.68597,1625.44170,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE000,Total,,7 510 [5 646-9 665],7509.94333,5645.87965,9664.51407,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,160 [92-246],159.76879,91.92747,246.30116,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,797 [277-1 564],797.34261,276.50676,1564.09097,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,1 132 [742-1 447],1131.59949,741.86221,1446.81176,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE039,Lower respiratory infections,,634 [393-877],633.94831,392.51605,877.23512,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE114,Stroke,,481 [248-725],481.00976,248.34958,725.14448,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE000,Total,,3 128 [2 325-4 072],3128.46054,2325.22876,4071.97417,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,85 [49-130],84.56038,48.65419,130.35912,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,893 [310-1 751],892.57426,309.53171,1750.90022,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,2 042 [1 339-2 610],2041.75392,1338.54785,2610.49390,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE039,Lower respiratory infections,,775 [480-1 072],774.75244,479.69648,1072.07487,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE114,Stroke,,597 [308-900],597.19375,308.33639,900.29722,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE000,Total,,4 381 [3 305-5 580],4381.48278,3304.73578,5580.18486,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,75 [43-116],75.20841,43.27328,115.94204,,,
AIR_8,Ambient air pollution attributable DALYs  in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE039,Lower respiratory infections,,849 [526-1 175],849.35731,525.88890,1175.31044,,,
AIR_8,Ambient air pollution attributable DALYs  in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE039,Lower respiratory infections,,369 [228-510],368.51011,228.16708,509.93118,,,
AIR_8,Ambient air pollution attributable DALYs  in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE039,Lower respiratory infections,,481 [298-665],480.84720,297.72182,665.37925,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,221 [77-434],221.45592,76.79768,434.41453,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,416 [273-532],415.85354,272.62828,531.69146,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE039,Lower respiratory infections,,185 [114-255],184.60383,114.29949,255.44821,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE114,Stroke,,141 [73-213],141.29367,72.95117,213.00675,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE000,Total,,984 [740-1 266],984.14394,739.86686,1266.49064,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,21 [12-32],20.93697,12.04668,32.27665,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,223 [77-437],222.68283,77.22315,436.82127,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,316 [207-404],316.03451,207.18820,404.06738,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE039,Lower respiratory infections,,177 [110-245],177.04987,109.62237,244.99531,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE114,Stroke,,134 [69-203],134.33700,69.35938,202.51925,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE000,Total,,874 [649-1 137],873.72035,649.39277,1137.22600,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,24 [14-36],23.61613,13.58820,36.40686,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,220 [76-432],220.37130,76.42154,432.28689,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,504 [330-645],504.09694,330.47953,644.51547,,,
